ID,NTFP_Cleaned,SpecialNTFP,other lao names,Scientific_Name_Cleaned,Hmong,Khamu,Vil_Code,Type_la_030413,Scientific_Name_030413,Cleaned NTFP type polished round 2,Sounthone _chris 30 March,sell,use,food,medicin,No_HH,Unit,Qty_per_HH,Qty_All,Price_per_Unit,Price_All,Location_gathered_la,Time_Travel,Status_la,Status_en,Status_%,Reason_la,Reason_en,Palm,Palm1,Rattan,Rattan1,Trees,Trees1,Herb,Herb1,Shrubs,Shrubs1,Climber_Vine,Climber_Vine1,Monocot,Monocot1,Fungi,Fungi1,Tuber_limber,Tuber_limber1,Insects,Insects1,Orchid,Orchid1,Mushroom,Mushroom1,Fern,Fern1,Check_Type,Forest_Type_la,Forest_Type_CF,Forest_Type2,not a forest type,not spec'd or classed,forest in general,Dense forest,Dense moist  forest,strem source f,cool moist F,Pah Khok,pine,pine mixed,riverine forest,beside stream,stream,mixed forest,chest nut,Bamboo,Pah Khang (mainly grass'd),grassland,bush fallow gen'l,Old bush fallow,Young bush fallow,upland field,paddy,wet land,Banana forest,termite soil,tree stumps,cliff,clifftop,Other specific nisches,Check_Forest,LastUpdated
7819,???????,,,Melientha suavis,,,1105116,,,,,,,,,60,????,10,600,80000,48000000,???????,60,??????,Not change,50,??????????,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,????????,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,4,
7229,??????????,het,,Lentinula edodes,,,906039,,,,,1,,1,,30,????,20,600,30000,18000000,? ????????????????,30,???????,Not change,,???????????????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,"?????????,???????",,"?????????,???????",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
2928,???????,,,Pseudoclitocybe cyathiformis,??????,,609061,???????,,???????,???????,1,0,1,0,200,????,3,600,10000,6000000,"?????, ??????",33,?????????,Increase,20,???????????????????????????,,,,,,,,,,,,,,,,,,,,,,,,1,6000000,,,1,??????????,?????????????,?????????????,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,
1800,?????,,,Shorea obtusa,??????????,????????,609031,?????,Resin from Shorea obtusa or Vatica odorata,?????,?????,1,0,0,0,30,????,20,600,5000,3000000,"???????,???????,?????",40,???????,Decrease,30,"?????????????????,?????????????",,,,,,1,3000000,,,,,,,,,,,,,,,,,,,,,1,??????????,??????????,??????????,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5337,?????????,,,Mallotus fuhretianus,,,906029,?????????,Mallotus fuhretianus Mull.-- Arg.,?????????,?????????,0,0,1,1,10,????,60,600,,0,"???????, ????? ??? ???????????????",,?????????,Increase,110,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
2534,???????,,,Russula sp.,?????,,609051,???????,Russula sp.,???????,???????,0,0,1,0,100,????,6,600,,0,?????????,60,???????,Decrease,40,??????????????????????? ??? ?????????,forest fire,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
6194,??????????,,,Boehmeria sp,????,???,612010,,,,,1,1,0,0,30,????,20,600,6000,3600000,???????,60,???????,Decrease,50,"?????????????????, ???",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????????,,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
5281,??????????,,,Boehmeria sp,????,???,906011,??????????,Boehmeria malabarica Webb.,??????????,??????????,1,0,0,0,30,????,20,600,1000,600000,"?????????,????????",,???????,Decrease,30,,,,,,,1,600000,,,,,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2520,?????????????,,,Dendrobium sp.,,,609050,?????????????,Vanda pumila Hook.f,?????????????,?????????????,1,0,0,1,20,??,30,600,30000,18000000,?????,90,???????,Decrease,80,"??????????,???????????",incorrect excavation,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,"????????,????????","????????, ????????","?????????, ????????",,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,3,
2498,?????????,,,Amanita citrine,???????,,609050,?????????,Amanita sp.,?????????,?????????,1,0,1,0,30,????,20,600,20000,12000000,??????,60,????????,Not change,0,??????????,not change,,,,,,,,,,,,,,,,,,,,,,,1,12000000,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
9976,??????,,,,,,703055,,,,,1,,,,30,kg,20,600,10000,6000000,"????????, ?????, ??????,",30,????,,30,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
322,??????,,,Spondias pinnata,,,608038,??????,Spondias pinnata (L.f.) Kurz,??????,??????,1,0,1,0,30,????,20,600,1000,600000,??????,,???????,Decrease,20,?????????????????,,,,,,1,600000,,,,,,,,,,,,,,,,,,,,,1,?????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
505,???????,,,Russula sp.,?????????,,608040,???????,Russula sp.,???????,???????,1,0,1,0,60,????,10,600,2000,1200000,??????,,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1200000,,,1,??????,??????,??????,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
497,???????,,,,,,608040,???????,,???????,???????,1,0,1,0,60,????,10,600,2000,1200000,??????,,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1200000,,,1,??????,??????,??????,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
145,????????,,,Croton sp.,,,608013,????????,,,????????,0,1,1,0,30,????,20,600,,0,??????,20,?????????,Increase,30,?????????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,"????????,??????","????????, ??????","?????????, ??????",,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,
